Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls
1.1472080254920465,-0.335690054993744,-0.6157948610663092,-0.5894135350539065,0.1811503057921752,-1.166419169495419,-0.8732714724088247,1.3878775697706889,-0.2987729679045147,-0.8810874766985103,-1.017646790333379,-0.5975267343143399,-1.1919548413062029
-0.7488115864926678,-0.335690054993744,-0.6157948610663092,-0.5894135350539065,1.808451105933488,0.1846337657144815,-1.3463588986854504,1.0406151013512936,-1.4628279249973273,0.0460395013040795,-0.7306847919962298,-1.0047369269733455,-0.4291724104559059
-0.0409642646850412,-0.335690054993744,-0.6157948610663092,-0.5894135350539065,-0.9443071636933128,-1.1163801718950523,0.2927614371692487,0.99100617729138,-1.1319290539455635,2.054814620309691,1.457400445324536,1.8457344216396936,0.3336100203943908
-0.8246523709720563,-0.335690054993744,-0.6157948610663092,-0.5894135350539065,0.7992294078866646,-0.0655612222873519,-0.4826308175165071,-0.7453061648055959,0.0163688140495462,0.5611100446388517,0.2736822021837938,-0.5975267343143399,1.0963924512446874
1.7033737783408958,-0.335690054993744,1.6239174167001036,1.027077751674875,-0.0660813350456205,-1.5166921526979855,0.2220927759826983,0.2468723163926761,-0.525281123683996,-0.9841015853654648,-1.053517040125523,0.2168936510036713,0.3336100203943908
-0.2179260951369478,-0.335690054993744,-0.6157948610663092,-0.5894135350539065,0.6073481344006141,0.2346727633148481,0.4753221452345022,0.8917883291715528,0.3965085885316324,0.2520677186379884,-0.4437227936590801,-0.1903165416553342,-0.4291724104559059
0.7932843645882329,-0.335690054993744,-0.6157948610663092,-0.5894135350539065,0.1959104037526403,0.2346727633148481,-0.3569976420737522,0.7925704810517257,1.548745728801168,0.2520677186379884,0.9910871980266676,-1.0047369269733455,-0.4291724104559059
1.4505711634096006,-0.335690054993744,-0.6157948610663092,-0.5894135350539065,0.3029211139660149,0.1345947681141148,-2.184567741092584,-0.2492169242064598,1.9899442235368527,-0.9325945310319876,0.0225904536387882,-0.5975267343143399,-0.4291724104559059
0.1612778272599949,2.978938413944484,-0.6157948610663092,-0.5894135350539065,0.2752459302901422,-0.8661851838932189,0.9307424062144908,-0.7949150888655094,0.8711908975999367,-0.3660169333637381,0.3454227017680809,1.0313140363216826,0.3336100203943908
-0.9257734169445744,-0.335690054993744,1.6239174167001036,1.6883696417002856,0.9062401181000386,-0.6159901958913855,0.944483534778542,0.4453080126323305,-0.6710341978377494,1.2307017509740554,-0.4437227936590801,-1.411947119632351,1.0963924512446874
1.1724882869851758,-0.335690054993744,-0.6157948610663092,-0.5894135350539065,-0.4498438820177216,0.8351407345192484,0.771737918544753,-0.348434772326287,0.1503040713800223,1.6942652399753504,0.1302012030152189,-0.1903165416553342,-1.1919548413062029
0.1612778272599949,2.978938413944484,-0.6157948610663092,-0.5894135350539065,-0.8520565514404039,0.2847117609152149,-0.3432565135097005,-0.5468704685659415,0.7864965436997826,1.1791946966405784,0.955216948234524,-1.0047369269733455,1.0963924512446874
1.627532993861507,-0.335690054993744,1.6239174167001036,2.276184655056206,-0.2229073758755656,0.6349847441177816,-0.5434843868715923,-0.2988258482663734,-0.1687769828484647,0.6641241533058062,-0.2643715446983616,-0.1903165416553342,1.0963924512446874
0.5404817496569377,-0.335690054993744,1.6239174167001036,1.6148927650307956,0.9339153017759112,0.3847897561159482,1.712023715999126,-1.1917864813448182,-0.4740705841164612,-0.7780733680315559,-1.1969980392940975,-0.5975267343143399,0.3336100203943908
1.273609332957694,2.978938413944484,-0.6157948610663092,-0.5894135350539065,0.7106688201238719,-2.167199121502753,-1.6879240944204417,-0.596479392625855,1.339964298256602,-0.2630028246967837,0.7758656992738057,-1.411947119632351,-1.1919548413062029
1.6528132553546366,-0.335690054993744,-0.6157948610663092,-0.5894135350539065,-0.8003962085787754,0.7851017369188817,-0.3727017890040963,-0.348434772326287,-1.3741942988227476,0.40658888163842,0.3812929515602251,-0.1903165416553342,-1.1919548413062029
0.0095962583012178,-0.335690054993744,1.6239174167001036,1.2475083816833452,-0.6527952289741211,2.186193669729149,-0.6435983235525378,0.2468723163926761,0.764830546190441,0.3550818273049428,1.5291409449088231,-0.5975267343143399,-0.4291724104559059
